0.0, -4.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.1 | -181.8 | 1
0.0, -3.0, 0.0, 0.0, 3.45, 7.45, 0.0, -4.45, 0.0 | -118.9 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.5, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 1.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, -5.0, 2.5, 7.0, -1.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.6, 0.0, -5.0, 0.0 | -128.95 | 4
-1.0, -5.0, 0.0, 0.0, 3.0, 6.0, 0.0, -5.0, -1.0 | -200.0 | 1
1.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 0.0, 6.0, 0.0, -6.0, 0.0 | -130.7 | 3
-1.0, -5.0, 0.0, -6.0, 1.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
-0.5, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 3.0, 6.0, 0.0, -5.0, 0.0 | -131.6 | 3
0.0, -5.0, 0.0, 0.0, 2.5, 8.0, 0.0, -5.0, 0.0 | -140.25 | 3
0.0, -4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0 | -200.0 | 1
1.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
-5.0, -5.0, 0.0, -6.0, 5.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.5, 7.2, 0.0, -5.0, 0.0 | -136.9 | 3
-1.0, -5.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.5 | -200.0 | 1
0.0, -3.8, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -133.6 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 6.5, 0.0, -5.0, 0.0 | -124.5 | 4
0.0, -3.0, 0.0, 0.0, 2.7, 7.6, 0.0, -5.0, 0.5 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.5, 7.5, 0.0, -5.0, 0.0 | -128.7 | 4
0.0, -5.0, 0.0, -6.0, 0.0, 6.0, 0.0, -5.0, 0.0 | -126.3 | 4
1.0, -6.0, 0.0, 0.0, 0.0, 6.0, -1.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.0, 8.0, 0.0, -3.0, 0.0 | -136.05 | 3
0.0, -5.0, 0.0, 0.0, 2.4, 6.0, 0.0, -5.0, 0.0 | -121.4 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.5, 0.0 | -138.25 | 3
0.0, -3.1, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -129.9 | 3
0.2, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -144.4 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.1 | -166.9 | 2
0.0, -3.0, 0.0, 0.0, 2.6, 7.6, 0.0, -4.0, 0.0 | -129.7 | 4
-1.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.5, -5.0, 0.0 | -200.0 | 1
-1.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
1.0, -5.0, 0.0, -6.0, -1.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
-2.0, -5.0, 0.0, -6.0, 2.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 2.55, 6.0, 0.0, -5.0, 0.0 | -132.05 | 3
-1.0, -5.0, 0.0, -5.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.5, 0.0 | -127.8 | 4
0.0, -3.0, 0.0, 0.0, 3.0, 7.5, 0.0, -5.0, 0.0 | -131.6 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -3.8, 0.0 | -123.45 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 8.0, 0.0, -5.0, 0.0 | -131.85 | 3
0.0, -4.2, 0.0, 0.0, 2.3, 6.0, 0.0, -5.0, 0.0 | -137.6 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.2 | -200.0 | 1
1.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.5, 6.8, 0.0, -5.0, 0.0 | -129.0 | 4
0.0, -3.0, 0.0, 0.0, 3.7, 7.5, 0.0, -5.0, 0.0 | -137.2 | 3
-0.5, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -124.4 | 4
0.0, -6.0, 0.0, -6.0, 0.0, 6.0, 0.0, -4.0, 0.0 | -156.0 | 2
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.6, 0.5 | -200.0 | 1
-0.5, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.5, 3.4, 7.5, 0.0, -4.5, 0.0 | -121.35 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.5 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 5.0, 6.0, 0.0, -5.0, 0.0 | -128.75 | 4
-1.0, -3.0, 0.0, 0.0, 3.5, 7.5, 0.0, -4.5, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 0.5, 6.0, 0.0, -5.0, 0.0 | -131.45 | 3
-0.5, -5.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -115.15 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -6.0, 0.0 | -120.8 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, -1.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.6, 6.0, 0.0, -5.0, 0.0 | -132.15 | 3
0.0, -2.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -131.9 | 3
0.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -117.85 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 6.9, 0.0, -5.0, 0.0 | -126.8 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -135.95 | 3
0.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -115.65 | 4
0.0, -3.1, 0.0, 0.0, 3.6, 7.5, 0.0, -5.0, 0.0 | -123.3 | 4
0.0, -5.0, 0.0, -1.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -123.55 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 5.5, 0.0, -5.0, 0.0 | -126.5 | 4
0.0, -2.9, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -126.85 | 4
0.0, -3.5, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -129.1 | 4
0.0, -3.0, 0.0, 0.0, 3.4, 7.6, 0.0, -4.6, 0.0 | -127.7 | 4
0.0, -2.8, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -129.15 | 4
0.0, -5.0, 1.0, -1.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -2.5, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -124.3 | 4
-1.0, 0.0, 0.0, 0.0, 1.0, 6.0, 0.0, -6.0, 0.0 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 3.6, 7.5, 0.0, -5.0, 0.0 | -121.7 | 4
0.0, -3.0, 0.0, 0.0, 3.5, 7.5, 0.0, -4.4, 0.0 | -132.6 | 3
0.0, -3.0, 0.0, 0.0, 2.7, 7.4, 0.0, -5.0, 0.0 | -123.4 | 4
0.0, -4.0, 0.0, 0.0, 2.8, 6.0, 0.0, -5.0, 0.0 | -140.3 | 3
0.0, -3.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -132.55 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.6, 1.0 | -200.0 | 1
0.0, -3.0, 0.0, -0.5, 2.6, 7.5, 0.0, -5.0, 0.0 | -137.95 | 3
0.0, -3.0, 0.0, 0.0, 3.5, 7.5, 0.0, -4.5, 0.0 | -123.55 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -141.2 | 3
-0.5, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -4.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 1.0, -5.0, 0.0 | -200.0 | 1
-0.1, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -143.45 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.2, 0.0, -4.5, 0.0 | -127.9 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.5 | -200.0 | 1
-1.0, -5.0, 0.0, -6.0, 1.0, 6.0, 0.0, -5.0, 1.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.0, 7.0, 0.0, -5.0, 0.0 | -133.2 | 3
-1.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.6, 7.5, 0.0, -5.1, 0.0 | -129.3 | 4
-1.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -2.8, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -132.05 | 3
0.0, -4.0, 0.0, 0.0, 2.5, 5.5, 0.0, -5.0, 0.0 | -124.75 | 4
0.5, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.5 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.3, 7.5, 0.0, -4.5, 0.0 | -136.1 | 3
0.0, -3.0, 0.0, 0.5, 2.6, 7.5, 0.0, -5.0, 0.0 | -130.25 | 3
0.0, -5.0, 0.0, 0.0, 3.0, 6.0, 0.0, -5.0, 0.0 | -125.75 | 4
1.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -2.5, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -133.2 | 3
-1.0, -6.0, 0.0, 0.0, 3.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 6.0, 6.0, 0.0, -5.0, 0.5 | -200.0 | 1
1.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 0.0, 6.0, 0.0, -5.0, -1.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 6.5, 0.0, -5.0, 0.0 | -128.4 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -4.0, 0.0 | -151.1 | 3
-3.0, -3.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0 | -200.0 | 1
0.0, -6.0, 0.0, 0.0, 3.0, 6.0, 0.0, -5.0, 0.0 | -139.4 | 3
0.0, -3.0, 0.0, 0.6, 3.4, 7.5, 0.0, -4.5, 0.0 | -125.7 | 4
0.0, -5.0, 0.0, 0.0, 3.5, 6.0, 0.0, -5.0, 0.0 | -137.2 | 3
1.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -200.0 | 1
-1.0, -5.0, 0.0, -6.0, 0.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 8.5, 0.0, -5.0, 0.0 | -127.25 | 4
-1.0, -5.0, 0.0, 0.0, 1.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.2, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -128.25 | 4
0.0, -3.5, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -127.35 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -4.1, 0.0 | -131.75 | 3
0.0, -5.0, 0.0, -6.0, 3.5, 6.0, 0.0, -5.0, 0.0 | -134.95 | 3
0.0, -4.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -134.95 | 3
0.5, -3.0, 0.0, 0.0, 2.5, 7.5, 0.0, -4.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 1.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -123.2 | 4
-0.5, -4.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 3.5, 7.0, 0.0, -5.0, 0.0 | -129.7 | 4
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.5, -4.5, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.6, 7.5, 0.0, -5.0, 0.0 | -118.15 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 5.9, 0.0, -5.0, 0.0 | -133.85 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -126.85 | 4
0.0, -4.0, 0.0, 0.0, 2.5, 5.9, 0.0, -5.0, 0.0 | -144.3 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 8.0, 0.0, -4.5, 0.0 | -122.4 | 4
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.5 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -5.6, 0.0 | -138.4 | 3
0.0, -3.5, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -149.3 | 3
0.0, -5.5, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -137.25 | 3
0.0, -5.0, 0.0, 0.0, 3.0, 7.0, 0.0, -5.0, 0.0 | -141.45 | 3
0.0, -5.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -138.75 | 3
1.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 1.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.6, 7.5, 0.5, -5.0, 0.5 | -135.65 | 3
-0.5, -5.0, 0.0, 0.0, 0.5, 5.0, 0.0, -6.0, 0.0 | -200.0 | 1
0.5, -5.0, 0.0, 0.0, 2.5, 6.0, 0.5, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.6, 7.5, 0.0, -4.0, 0.0 | -125.85 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 7.0, 0.0, -4.0, 0.0 | -154.9 | 2
0.0, -3.0, 0.0, 0.0, 2.55, 7.5, 0.0, -5.0, 0.0 | -129.0 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, -0.5, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.6, 7.4, 0.0, -5.0, 0.0 | -129.7 | 4
-0.5, -3.0, 0.0, 0.0, 2.6, 7.6, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.4, 0.0, -5.0, 0.0 | -125.65 | 4
0.0, -2.5, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -139.7 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -128.5 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.5, 0.0 | -134.6 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.6, 0.0 | -136.0 | 3
0.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.1 | -185.9 | 1
0.0, -3.2, 0.0, 0.0, 2.6, 7.0, 0.0, -5.0, 0.0 | -138.95 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 8.5, 0.0, -5.0, 0.0 | -125.75 | 4
0.0, -3.0, 0.0, 0.0, 3.0, 7.0, 0.0, -5.0, 0.0 | -133.25 | 3
0.0, -5.2, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -134.45 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -133.2 | 3
0.0, -3.0, 0.0, 0.0, 3.6, 7.6, 0.0, -5.0, 0.0 | -129.9 | 3
0.0, -5.0, 1.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -4.5, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -142.5 | 3
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -4.5, 0.0 | -127.6 | 4
0.0, -2.0, 0.0, 0.0, 2.5, 7.5, 0.0, -5.0, 0.0 | -124.85 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.6, 0.0, -4.2, 0.0 | -134.05 | 3
0.0, -3.0, 0.0, 0.0, 3.0, 7.0, 0.0, -5.0, 0.0 | -141.45 | 3
0.0, -4.0, 0.0, 0.0, 2.5, 7.0, -0.5, -5.0, 0.0 | -200.0 | 1
-2.0, -5.0, 0.0, 0.0, 2.0, 5.0, 0.0, -6.0, 0.0 | -200.0 | 1
0.0, -2.9, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -122.75 | 4
0.0, -5.0, -1.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.4, 7.0, 0.0, -5.0, 0.0 | -129.15 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 7.2, 0.0, -5.0, 0.0 | -129.05 | 4
0.0, -5.0, 0.0, -6.0, 3.0, 6.0, 0.0, -5.0, 0.0 | -136.25 | 3
0.0, -3.0, 0.0, 0.0, 3.0, 7.0, 0.0, -5.0, 0.0 | -131.15 | 3
0.0, -3.0, 0.0, 0.0, 2.0, 6.0, 0.0, -5.0, 0.0 | -141.7 | 3
0.0, -5.0, 0.0, 0.0, 2.6, 7.0, 0.0, -5.0, 0.0 | -132.7 | 3
0.0, -3.0, 0.0, 0.0, 2.8, 7.5, 0.0, -5.0, 0.0 | -135.5 | 3
-1.0, -5.0, 0.0, 0.0, 1.0, 5.0, 0.0, -6.0, 0.0 | -200.0 | 1
0.1, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.6, 0.0 | -136.75 | 3
0.5, -3.0, 0.0, 0.0, 3.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.5, 0.0 | -113.6 | 4
-2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 1.0 | -200.0 | 1
-1.0, -5.0, 0.0, -6.0, 1.0, 6.0, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -5.0, 0.0, 0.0, 2.5, 5.0, 0.0, -5.0, 1.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.8, 8.0, 0.0, -5.0, 0.5 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 2.5, 7.0, 1.0, -5.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.45, 7.0, 0.0, -5.0, 0.0 | -123.95 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.1, 0.0 | -139.95 | 3
-1.0, -3.0, 0.0, 0.0, 3.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.1, -3.0, 0.0, 0.0, 2.5, 7.0, 0.0, -5.0, 0.0 | -141.1 | 3
0.0, -3.0, 0.0, -1.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -133.6 | 3
-0.5, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -4.0, 0.0 | -200.0 | 1
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -4.0, 0.0 | -120.7 | 4
0.0, -5.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -119.05 | 4
0.0, -5.0, 0.0, 0.0, -1.0, 6.0, 0.0, -5.0, 0.0 | -123.5 | 4
0.0, -3.0, 0.0, 0.0, 2.7, 7.5, 0.0, -5.0, 0.0 | -135.75 | 3
0.0, -3.0, 0.0, 0.0, 2.5, 7.5, 0.0, -4.0, 0.0 | -132.55 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.5, 0.0, -4.55, 0.0 | -135.2 | 3
0.0, -3.0, 0.0, 0.0, 3.4, 7.3, 0.0, -4.5, 0.0 | -132.5 | 3
0.5, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 0.0 | -200.0 | 1
0.0, -4.0, 0.0, 0.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -124.05 | 4
0.0, -3.0, 0.0, 0.0, 2.6, 7.5, 0.0, -5.0, 1.0 | -200.0 | 1
0.0, -5.0, 0.0, 1.0, 2.5, 6.0, 0.0, -5.0, 0.0 | -128.3 | 4
